Fid,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging Station Location,Charging_Start_Time,Charging_EndTime,Energy_Consumed_kWh,Charging_Duration_hours,Charging_Rate_kW,Charging_Cost_USD,Vehicle_Age_years,Charger_Type,User_Type,Label
10.42.0.211-10.42.0.1-14292-53-17,BMW i3,75,Station_423,Los Angeles,13-02-24 14:00,13-02-24 17:59,49.93390136,1.108622613,37.93422822,28.28648184,2,Level 2,Long-Distance Traveler,1
172.217.10.78-10.42.0.211-443-34293-6,Chevy Bolt,75,Station_466,San Francisco,13-02-24 15:00,13-02-24 17:01,14.49216024,3.889259235,41.37791076,16.38466732,3,Level 1,Casual Driver,0
10.42.0.211-66.102.255.40-51277-443-6,Chevy Bolt,85,Station_373,New York,13-02-24 16:00,13-02-24 18:34,38.40940163,2.497573371,22.1160201,19.82676712,2,Level 1,Casual Driver,0
172.217.9.238-10.42.0.151-443-54881-6,Tesla Model 3,100,Station_246,Houston,13-02-24 17:00,13-02-24 20:28,8.234584116,0.90499338,43.81287256,8.682242515,3,Level 2,Commuter,0
10.42.0.1-10.42.0.42-53-14100-17,BMW i3,75,Station_251,New York,13-02-24 18:00,13-02-24 19:42,34.86162084,3.470197296,4.940614327,24.30133396,3,DC Fast Charger,Commuter,1
10.42.0.211-10.42.0.1-61791-53-17,Hyundai Kona,62,Station_455,Chicago,13-02-24 19:00,13-02-24 21:32,57.927466,1.715470322,,31.53614328,5,Level 2,Commuter,0
4.53.160.75-10.42.0.42-123-50947-17,Tesla Model 3,50,Station_81,New York,13-02-24 20:00,13-02-24 21:22,49.40924273,2.879314248,34.0148546,38.92015133,5,Level 2,Long-Distance Traveler,1
10.42.0.211-104.192.110.245-49741-443-6,Tesla Model 3,50,Station_39,Los Angeles,13-02-24 21:00,14-02-24 0:33,9.980781528,1.853695822,33.33300433,21.09500367,5,Level 1,Casual Driver,0
172.217.7.195-10.42.0.151-443-35501-6,Hyundai Kona,62,Station_36,New York,13-02-24 22:00,14-02-24 1:36,29.05244638,2.947798349,15.96353292,7.677142064,4,Level 2,Commuter,0
10.42.0.211-77.234.44.200-58448-80-6,Chevy Bolt,75,Station_424,New York,13-02-24 23:00,14-02-24 2:47,42.09423335,1.001725539,6.310026488,3.668584746,0,DC Fast Charger,Commuter,0
10.42.0.151-52.84.29.154-34143-443-6,Nissan Leaf,75,Station_429,New York,14-02-24 0:00,14-02-24 1:47,45.76954763,0.957052251,17.40052664,14.0233375,4,Level 2,Long-Distance Traveler,0
172.217.12.174-10.42.0.151-443-52811-6,BMW i3,75,Station_388,San Francisco,14-02-24 1:00,14-02-24 3:01,53.71328701,0.891460803,18.62297647,29.02733721,4,Level 2,Commuter,1
10.42.0.211-69.147.82.61-49724-443-6,Nissan Leaf,55.81669376,Station_486,San Francisco,14-02-24 2:00,14-02-24 5:35,66.40550757,3.02669269,39.85618959,35.47430758,0,Level 2,Casual Driver,0
10.42.0.211-10.42.0.1-6816-53-17,Hyundai Kona,85,Station_409,Chicago,14-02-24 3:00,14-02-24 4:57,11.4569123,3.507587027,18.90537283,27.02672902,2,DC Fast Charger,Casual Driver,0
172.217.12.174-10.42.0.42-443-42262-6,Tesla Model 3,100,Station_197,Los Angeles,14-02-24 4:00,14-02-24 4:42,75.5709645,2.574452232,21.51246492,5.985014837,4,Level 2,Commuter,1
10.42.0.211-77.234.44.40-37737-80-6,Tesla Model 3,50,Station_158,New York,14-02-24 5:00,14-02-24 6:12,44.36125628,2.869620127,3.918655771,6.979177241,7,Level 1,Casual Driver,0
10.42.0.211-10.42.0.1-9137-53-17,BMW i3,62,Station_204,New York,14-02-24 6:00,14-02-24 7:45,28.2530314,0.908635385,30.00242931,12.17243015,4.023079649,Level 2,Commuter,0
10.42.0.151-10.42.0.1-5153-53-17,Tesla Model 3,100,Station_196,New York,14-02-24 7:00,14-02-24 8:20,39.48883107,0.858458512,16.37151607,27.76749946,7,Level 2,Commuter,0
172.217.12.195-10.42.0.151-443-43603-6,Tesla Model 3,75,Station_216,New York,14-02-24 8:00,14-02-24 8:48,25.36585765,0.560018539,37.58308955,7.143473729,6,Level 1,Casual Driver,0
10.42.0.151-54.192.38.7-52507-443-6,BMW i3,62,Station_285,San Francisco,14-02-24 9:00,14-02-24 11:58,69.21096127,2.286994124,28.75662025,5.550899029,5,Level 1,Casual Driver,0
180.149.136.194-10.42.0.211-80-36134-6,BMW i3,45.8159872,Station_457,Chicago,14-02-24 10:00,14-02-24 12:31,34.60220459,2.518838903,5.579750455,29.23900984,6,Level 1,Long-Distance Traveler,0
10.42.0.1-10.42.0.42-53-22444-17,Hyundai Kona,62,Station_196,Houston,14-02-24 11:00,14-02-24 11:53,40.78700348,3.431847203,11.03185075,22.86464784,3,Level 1,Long-Distance Traveler,0
10.42.0.211-23.206.125.17-38409-80-6,Tesla Model 3,62,Station_307,Los Angeles,14-02-24 12:00,14-02-24 12:55,21.87125329,0.572000126,10.60205634,25.98727687,1,Level 1,Commuter,0
10.42.0.211-10.42.0.1-65111-53-17,Tesla Model 3,75,Station_152,New York,14-02-24 13:00,14-02-24 16:22,47.23207084,3.643773934,42.96030719,37.90032642,2,Level 1,Casual Driver,0
10.42.0.151-23.21.88.60-52045-443-6,Hyundai Kona,62,Station_14,Chicago,14-02-24 14:00,14-02-24 17:05,,2.87760439,18.56004568,13.93043686,5,DC Fast Charger,Commuter,0
10.42.0.211-64.71.142.120-35949-80-6,Chevy Bolt,82.66681121,Station_325,Houston,14-02-24 15:00,14-02-24 17:29,18.79049305,1.639131351,38.26182989,39.51619105,3,Level 2,Long-Distance Traveler,0
10.42.0.211-98.139.180.180-44773-443-6,Chevy Bolt,100,Station_146,Chicago,14-02-24 16:00,14-02-24 17:51,47.28525433,0.658087148,3.602939856,11.96655487,1,DC Fast Charger,Commuter,1
10.42.0.211-10.42.0.1-10577-53-17,Chevy Bolt,62,Station_426,San Francisco,14-02-24 17:00,14-02-24 19:09,30.16557066,1.172452645,21.34393648,27.38847364,5,DC Fast Charger,Casual Driver,0
172.217.6.195-10.42.0.42-443-54126-6,Hyundai Kona,85,Station_57,Houston,14-02-24 18:00,14-02-24 21:06,34.89511327,1.603396901,4.881436199,33.67501827,1,Level 1,Casual Driver,0
163.177.93.221-10.42.0.151-80-50036-6,Tesla Model 3,100,Station_211,Chicago,14-02-24 19:00,14-02-24 19:46,54.96447202,3.522937607,41.40704557,38.77291672,3,Level 2,Long-Distance Traveler,0
10.42.0.211-96.7.201.51-51328-443-6,Hyundai Kona,50,Station_268,San Francisco,14-02-24 20:00,14-02-24 21:37,74.7858194,1.678513518,36.55346728,31.30213529,7,DC Fast Charger,Commuter,0
205.185.216.42-10.42.0.151-80-48850-6,Hyundai Kona,75,Station_210,Chicago,14-02-24 21:00,14-02-24 22:13,34.79054782,1.813883272,23.21525779,31.8011366,5,Level 2,Commuter,0
10.42.0.211-10.42.0.1-29263-53-17,Chevy Bolt,75,Station_17,Chicago,14-02-24 22:00,14-02-24 23:30,69.13309025,3.007672884,10.70555783,17.38741683,2,Level 2,Casual Driver,1
10.42.0.211-119.146.74.33-50820-443-6,Nissan Leaf,78.43167082,Station_286,Houston,14-02-24 23:00,15-02-24 1:32,38.08536377,1.949003681,1.654937068,15.63165131,7,Level 1,Long-Distance Traveler,0
10.42.0.211-77.234.44.200-48907-80-6,Tesla Model 3,50,Station_344,San Francisco,15-02-24 0:00,15-02-24 2:02,27.75274592,0.903865802,31.65589628,17.09071969,1,Level 2,Casual Driver,0
172.217.6.206-10.42.0.151-443-45959-6,Chevy Bolt,85,Station_203,New York,15-02-24 1:00,15-02-24 4:45,41.65484517,0.14002999,11.10912556,33.38775732,2.931420755,DC Fast Charger,Casual Driver,0
10.42.0.211-123.125.115.164-43268-443-6,Nissan Leaf,85,Station_99,Los Angeles,15-02-24 2:00,15-02-24 3:43,35.3868254,2.307793619,44.8489905,38.40350412,7,DC Fast Charger,Long-Distance Traveler,0
205.185.216.42-10.42.0.42-80-55970-6,Nissan Leaf,85,Station_279,Houston,15-02-24 3:00,15-02-24 6:02,68.56767861,1.558203166,16.475471,24.53486846,2,Level 1,Casual Driver,0
10.42.0.211-115.239.210.141-41076-80-6,BMW i3,106.8205569,Station_209,San Francisco,15-02-24 4:00,15-02-24 5:36,,2.215140723,38.96856372,6.563206185,6,DC Fast Charger,Commuter,1
203.130.53.126-10.42.0.42-80-33318-6,Tesla Model 3,50,Station_129,Chicago,15-02-24 5:00,15-02-24 7:20,36.46547334,1.209165867,37.86028499,9.94150946,1,Level 1,Commuter,0
140.205.140.87-10.42.0.151-443-51585-6,Nissan Leaf,100,Station_335,San Francisco,15-02-24 6:00,15-02-24 6:31,44.64048953,1.19665507,,17.65872598,6,DC Fast Charger,Commuter,1
172.217.11.10-10.42.0.211-443-45722-6,Chevy Bolt,50,Station_288,Los Angeles,15-02-24 7:00,15-02-24 8:58,40.27163575,2.692912126,49.56638058,25.54888945,2,DC Fast Charger,Casual Driver,0
10.42.0.1-10.42.0.42-53-3236-17,BMW i3,62,Station_252,Los Angeles,15-02-24 8:00,15-02-24 11:26,34.43336364,0.680251048,34.17197973,12.64595746,3,Level 1,Long-Distance Traveler,1
10.42.0.42-106.11.94.1-38017-443-6,Tesla Model 3,50,Station_265,New York,15-02-24 9:00,15-02-24 12:47,,0.94214313,15.41528226,31.47293151,3,Level 2,Long-Distance Traveler,0
10.42.0.211-64.71.142.124-55878-443-6,Hyundai Kona,85,Station_271,New York,15-02-24 10:00,15-02-24 10:55,18.56138593,1.576073582,,7.251346809,1,Level 1,Long-Distance Traveler,0
10.42.0.151-52.84.29.137-39488-443-6,Chevy Bolt,75,Station_412,Los Angeles,15-02-24 11:00,15-02-24 14:49,59.79776909,2.122151383,14.56492942,22.93421502,4,Level 2,Long-Distance Traveler,0
10.42.0.211-66.198.24.225-38247-443-6,Nissan Leaf,75,Station_408,Houston,15-02-24 12:00,15-02-24 14:08,59.76831247,3.253943971,35.05498942,39.29790891,2,Level 2,Long-Distance Traveler,1
192.229.173.173-10.42.0.211-443-37574-6,Nissan Leaf,62,Station_188,Houston,15-02-24 13:00,15-02-24 13:56,36.70152016,1.872489738,19.12193264,5.555604763,6.454001345,Level 1,Casual Driver,0
10.42.0.211-10.42.0.1-40696-53-17,Chevy Bolt,62,Station_419,Chicago,15-02-24 14:00,15-02-24 15:58,10.23177592,2.686784976,44.95562495,36.64488957,5,Level 1,Long-Distance Traveler,0
10.42.0.211-103.7.30.118-38647-80-6,Nissan Leaf,100,Station_214,New York,15-02-24 15:00,15-02-24 17:55,24.23053686,0.934010481,7.757341318,23.52913872,5,Level 1,Commuter,0
157.55.130.150-10.42.0.211-443-60774-17,BMW i3,85,Station_283,Chicago,15-02-24 16:00,15-02-24 19:31,21.70612433,2.505103104,47.97954498,8.123500316,5,Level 2,Casual Driver,0
10.42.0.211-121.12.98.63-56541-80-6,Tesla Model 3,85,Station_211,New York,15-02-24 17:00,15-02-24 17:30,57.8962718,1.733814614,10.41164634,23.08515639,5,Level 2,Commuter,1
157.240.2.20-10.42.0.211-443-51677-6,BMW i3,85,Station_365,Los Angeles,15-02-24 18:00,15-02-24 21:38,35.17106494,1.392903877,38.82106905,39.91104151,1,Level 2,Long-Distance Traveler,0
172.217.1.174-10.42.0.151-443-41400-6,Nissan Leaf,75,Station_76,Houston,15-02-24 19:00,15-02-24 21:12,15.72955117,3.882674593,38.31515901,19.6337703,5,Level 2,Long-Distance Traveler,0
10.42.0.151-52.218.20.12-58871-80-6,Hyundai Kona,85,Station_148,Houston,15-02-24 20:00,15-02-24 22:40,34.07799973,2.364887015,12.59762021,19.57002063,1,Level 1,Commuter,0
175.100.207.233-10.42.0.42-443-51704-6,Tesla Model 3,100,Station_321,Los Angeles,15-02-24 21:00,16-02-24 0:45,26.05024408,2.034466026,27.145522,36.21603706,2,Level 1,Commuter,0
10.42.0.211-52.84.134.65-41283-443-6,Tesla Model 3,85,Station_213,Chicago,15-02-24 22:00,15-02-24 23:10,21.84790823,3.275716023,,11.767449,0,Level 2,Casual Driver,0
172.217.7.195-10.42.0.151-443-47860-6,Chevy Bolt,75,Station_433,Chicago,15-02-24 23:00,16-02-24 2:14,15.42551088,1.709375126,18.99992559,22.76810728,1,DC Fast Charger,Long-Distance Traveler,1
172.217.12.202-10.42.0.211-443-39001-6,Chevy Bolt,85,Station_109,San Francisco,16-02-24 0:00,16-02-24 1:20,13.65069804,1.460215852,33.30409087,38.31431024,5,Level 1,Long-Distance Traveler,0
10.42.0.42-104.193.88.102-56562-443-6,Hyundai Kona,75,Station_129,New York,16-02-24 1:00,16-02-24 1:44,24.77565939,0.878088618,,7.640747742,6.664510336,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-119.167.164.115-58939-80-6,Tesla Model 3,75,Station_10,Chicago,16-02-24 2:00,16-02-24 2:37,67.45812734,0.873292744,17.88555932,29.51862405,4,DC Fast Charger,Commuter,0
202.77.129.150-10.42.0.211-80-40563-6,Hyundai Kona,62,Station_47,Los Angeles,16-02-24 3:00,16-02-24 4:07,12.04324736,1.028622474,,22.74283976,5,DC Fast Charger,Long-Distance Traveler,1
172.217.12.131-10.42.0.151-443-50747-6,Chevy Bolt,85,Station_379,Chicago,16-02-24 4:00,16-02-24 6:23,61.2314659,2.331310348,9.142503298,38.66270263,7,Level 2,Casual Driver,0
10.42.0.151-10.42.0.1-49132-53-17,Chevy Bolt,50,Station_315,Houston,16-02-24 5:00,16-02-24 6:52,23.19329022,2.007710443,31.98319246,5.811559056,7,Level 1,Casual Driver,0
10.42.0.1-10.42.0.42-53-32288-17,Tesla Model 3,85,Station_96,New York,16-02-24 6:00,16-02-24 7:25,48.38617698,3.738364454,27.80523085,15.98658936,7,DC Fast Charger,Commuter,0
10.42.0.211-54.192.38.65-38000-443-6,BMW i3,75,Station_446,San Francisco,16-02-24 7:00,16-02-24 10:24,29.68080627,3.721616925,45.67133508,21.06445774,3,Level 2,Commuter,0
10.42.0.151-10.42.0.1-51572-53-17,Nissan Leaf,85,Station_103,New York,16-02-24 8:00,16-02-24 10:12,25.08836904,3.447380177,4.959155493,21.52923874,5,Level 1,Casual Driver,0
10.42.0.151-10.42.0.1-5886-53-17,Chevy Bolt,75,Station_380,Houston,16-02-24 9:00,16-02-24 11:47,,2.220907251,47.65616728,19.80559334,6,Level 2,Commuter,0
10.42.0.211-104.196.146.38-53274-443-6,Chevy Bolt,100,Station_342,Houston,16-02-24 10:00,16-02-24 12:11,56.1150925,1.05741593,5.488039505,16.3478361,7,Level 1,Commuter,0
172.217.10.225-10.42.0.151-443-49092-6,BMW i3,50,Station_146,Houston,16-02-24 11:00,16-02-24 12:47,15.89873423,3.165199902,40.44452193,12.06768036,7,Level 1,Long-Distance Traveler,0
183.232.231.30-10.42.0.211-443-43582-6,BMW i3,85,Station_368,Houston,16-02-24 12:00,16-02-24 15:26,41.15701391,3.263498398,46.12968887,13.44237938,5,Level 2,Casual Driver,0
172.217.6.200-10.42.0.211-443-43828-6,Hyundai Kona,50,Station_430,Los Angeles,16-02-24 13:00,16-02-24 16:18,41.90586399,1.894488091,24.47957145,26.72808826,5,DC Fast Charger,Long-Distance Traveler,0
163.177.151.166-10.42.0.211-443-43509-6,Hyundai Kona,85,Station_416,San Francisco,16-02-24 14:00,16-02-24 15:52,8.33578916,2.432937134,41.75876322,8.212490084,4,Level 1,Casual Driver,1
172.217.12.174-10.42.0.42-443-40970-6,Nissan Leaf,62,Station_27,Houston,16-02-24 15:00,16-02-24 15:59,90.23550358,1.285990167,4.841450613,35.02884819,1,Level 1,Long-Distance Traveler,0
203.205.190.40-10.42.0.42-80-52495-6,Nissan Leaf,62,Station_220,Houston,16-02-24 16:00,16-02-24 16:34,18.10247227,1.934688459,41.55273261,37.69680547,3,DC Fast Charger,Casual Driver,0
10.42.0.211-123.125.29.138-50592-80-6,Tesla Model 3,50,Station_18,Chicago,16-02-24 17:00,16-02-24 19:28,59.19854015,3.404728095,10.55360588,7.034850999,6,Level 1,Casual Driver,0
10.42.0.211-10.42.0.1-15528-53-17,Hyundai Kona,85,Station_167,San Francisco,16-02-24 18:00,16-02-24 21:48,,3.777691368,7.751265949,11.57425868,5,DC Fast Charger,Casual Driver,0
10.42.0.211-120.27.176.35-50973-80-6,Chevy Bolt,85,Station_433,New York,16-02-24 19:00,16-02-24 20:00,15.77476306,2.689745699,25.36486363,36.22553466,7,Level 1,Commuter,0
172.217.10.142-10.42.0.151-443-39795-6,Hyundai Kona,50,Station_477,San Francisco,16-02-24 20:00,16-02-24 23:29,75.09027362,1.849418005,12.37449399,6.123307927,3,DC Fast Charger,Long-Distance Traveler,1
10.42.0.1-10.42.0.42-53-22421-17,Chevy Bolt,100,Station_82,San Francisco,16-02-24 21:00,16-02-24 21:52,23.9150038,2.332808817,33.50495955,5.587219999,2,Level 1,Commuter,0
10.42.0.42-119.146.74.31-35457-443-6,BMW i3,50,Station_428,San Francisco,16-02-24 22:00,16-02-24 23:17,13.81997124,2.090777615,12.27483651,20.83704762,7,Level 1,Commuter,0
199.16.156.107-10.42.0.211-443-35088-6,Hyundai Kona,62,Station_72,Houston,16-02-24 23:00,17-02-24 1:18,79.97267191,1.157943552,37.46218915,8.471445141,5,Level 1,Casual Driver,0
151.101.21.140-10.42.0.211-443-42597-6,BMW i3,50,Station_310,Houston,17-02-24 0:00,17-02-24 1:09,5.163807088,3.910006446,5.265203285,7.411839346,2,DC Fast Charger,Casual Driver,1
10.42.0.151-104.97.95.172-51878-80-6,Nissan Leaf,75,Station_479,Los Angeles,17-02-24 1:00,17-02-24 1:35,55.09525584,1.289438988,45.21062994,8.631878816,3,Level 1,Commuter,0
172.217.10.35-10.42.0.211-80-58422-6,Nissan Leaf,102.3993713,Station_254,New York,17-02-24 2:00,17-02-24 3:07,38.1882111,3.227826774,23.1963737,8.644366685,6,Level 2,Commuter,0
184.29.173.155-10.42.0.211-80-58850-6,Tesla Model 3,60.30920245,Station_162,Chicago,17-02-24 3:00,17-02-24 6:18,41.13168723,0.63263027,46.5433563,10.68119517,4.435152229,Level 2,Commuter,0
10.42.0.211-103.235.46.212-38476-443-6,Hyundai Kona,100,Station_327,San Francisco,17-02-24 4:00,17-02-24 6:09,55.1998384,1.701117355,26.97034259,13.32259474,6,Level 2,Casual Driver,1
202.77.129.150-10.42.0.211-443-39755-6,BMW i3,75,Station_420,New York,17-02-24 5:00,17-02-24 5:56,72.31121636,0.945380179,34.26166815,23.89374911,0,Level 1,Casual Driver,0
158.85.58.112-10.42.0.151-443-55451-6,Chevy Bolt,75,Station_402,New York,17-02-24 6:00,17-02-24 9:52,37.4938057,1.85476869,15.80000416,7.392687496,7,DC Fast Charger,Casual Driver,0
172.217.9.238-10.42.0.211-443-49735-6,Nissan Leaf,62,Station_38,Los Angeles,17-02-24 7:00,17-02-24 8:38,55.37495429,3.136208978,18.05023749,8.623498537,2,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-46760-53-17,Nissan Leaf,75,Station_443,Chicago,17-02-24 8:00,17-02-24 9:26,33.46739898,3.386155088,18.94297604,33.2242609,6,Level 1,Commuter,0
216.58.219.238-10.42.0.151-443-44201-6,Chevy Bolt,85,Station_393,San Francisco,17-02-24 9:00,17-02-24 9:46,53.35952018,3.383070446,11.31413119,23.05786523,0,Level 2,Commuter,1
172.217.6.234-10.42.0.151-443-34709-6,BMW i3,62,Station_201,Chicago,17-02-24 10:00,17-02-24 11:40,76.03768938,2.197050161,14.89290278,14.95695677,4,DC Fast Charger,Long-Distance Traveler,0
180.149.153.234-10.42.0.211-80-48898-6,BMW i3,75,Station_494,Los Angeles,17-02-24 11:00,17-02-24 12:16,9.793349071,3.760235627,12.88657348,20.91127456,6,Level 1,Commuter,0
10.42.0.1-10.42.0.42-53-60372-17,Hyundai Kona,85,Station_200,Houston,17-02-24 12:00,17-02-24 13:48,45.45344885,1.441090893,28.19404206,39.59705008,7,DC Fast Charger,Commuter,1
172.217.10.227-10.42.0.211-443-53923-6,Hyundai Kona,100,Station_255,New York,17-02-24 13:00,17-02-24 15:19,31.72868229,2.294614996,37.50320207,28.37686054,0,Level 2,Commuter,0
10.42.0.211-119.146.74.33-53733-443-6,Tesla Model 3,62,Station_179,San Francisco,17-02-24 14:00,17-02-24 14:42,76.16478844,2.475410239,32.55745823,26.76560963,4,Level 2,Long-Distance Traveler,0
192.229.173.173-10.42.0.42-80-58932-6,Nissan Leaf,75,Station_35,Houston,17-02-24 15:00,17-02-24 17:48,59.16864336,2.765621657,15.22251353,18.81699477,1,DC Fast Charger,Long-Distance Traveler,1
172.217.9.232-10.42.0.42-443-45279-6,Hyundai Kona,179.0130578,Station_82,Los Angeles,17-02-24 16:00,17-02-24 18:33,15.10403338,2.891562784,5.052457492,22.01217435,6,Level 1,Commuter,0
172.217.10.65-10.42.0.211-443-39634-6,BMW i3,62,Station_389,Chicago,17-02-24 17:00,17-02-24 19:18,66.24653781,1.254199677,37.46234419,13.36898158,3,Level 1,Casual Driver,1
10.42.0.211-120.27.176.35-50973-80-6,Chevy Bolt,75,Station_398,New York,17-02-24 18:00,17-02-24 19:59,30.72616074,3.000895955,11.21578928,37.96466229,5,DC Fast Charger,Commuter,0
10.42.0.211-10.42.0.1-62547-53-17,BMW i3,85,Station_220,San Francisco,17-02-24 19:00,17-02-24 20:55,77.69304557,3.624371787,,21.98859047,0,Level 2,Commuter,0
172.217.10.112-10.42.0.151-443-60459-6,Nissan Leaf,100,Station_158,Houston,17-02-24 20:00,17-02-24 22:01,77.12500791,1.233524687,39.42909617,29.78525366,1,Level 1,Casual Driver,0
10.42.0.151-64.71.142.120-35965-443-6,BMW i3,100,Station_4,Houston,17-02-24 21:00,17-02-24 21:53,8.28243854,1.245288417,11.01799661,27.32656052,2,DC Fast Charger,Commuter,0
10.42.0.211-64.71.142.124-35807-443-6,Tesla Model 3,75,Station_167,New York,17-02-24 22:00,17-02-24 23:42,50.53053057,1.028885647,34.63627057,5.114862623,0,DC Fast Charger,Commuter,0
10.42.0.211-123.125.46.161-49629-80-6,Nissan Leaf,65.97404605,Station_468,Chicago,17-02-24 23:00,17-02-24 23:33,64.93050646,3.732577707,45.60140062,38.45485061,2,Level 2,Long-Distance Traveler,0
10.42.0.1-10.42.0.42-53-30152-17,Chevy Bolt,85,Station_448,Los Angeles,18-02-24 0:00,18-02-24 2:22,,3.33994283,39.40495249,11.08305211,5,Level 2,Commuter,0
183.79.248.124-10.42.0.42-443-52948-6,Tesla Model 3,62,Station_409,Chicago,18-02-24 1:00,18-02-24 2:15,55.62849667,1.376170973,8.179964336,25.71781875,6,Level 1,Casual Driver,0
10.42.0.211-88.212.201.194-43397-443-6,Nissan Leaf,85,Station_412,Chicago,18-02-24 2:00,18-02-24 2:47,41.9932622,1.19769187,6.48334058,30.37971193,4,Level 1,Long-Distance Traveler,0
10.42.0.211-23.23.129.231-60698-443-6,Chevy Bolt,24.73997471,Station_204,Chicago,18-02-24 3:00,18-02-24 4:12,38.69718657,0.550017695,30.84681888,12.73212185,5,Level 1,Long-Distance Traveler,0
151.101.45.140-10.42.0.211-443-48549-6,Tesla Model 3,84.63170319,Station_194,New York,18-02-24 4:00,18-02-24 7:57,62.26265635,1.704601591,23.57785072,17.18551041,2,Level 2,Casual Driver,1
10.42.0.211-10.42.0.1-28657-53-17,Tesla Model 3,62,Station_235,New York,18-02-24 5:00,18-02-24 8:10,35.84413909,3.794989582,34.7409837,13.90718177,6,DC Fast Charger,Casual Driver,1
151.101.118.2-10.42.0.211-443-43773-6,Nissan Leaf,100,Station_206,Los Angeles,18-02-24 6:00,18-02-24 8:02,55.46883682,3.540379012,26.48426698,14.8289124,0,Level 1,Long-Distance Traveler,1
172.217.6.238-10.42.0.42-443-49649-6,Hyundai Kona,62,Station_150,Chicago,18-02-24 7:00,18-02-24 9:12,19.72154001,1.483281034,47.60911599,9.040987724,1.41310713,Level 1,Commuter,0
10.42.0.211-65.55.223.45-60774-40024-17,Tesla Model 3,28.59217552,Station_159,New York,18-02-24 8:00,18-02-24 10:33,68.45025675,2.186149182,14.97180144,14.50284744,4.387500969,Level 1,Commuter,0
10.42.0.211-10.42.0.1-20786-53-17,Tesla Model 3,62,Station_279,Los Angeles,18-02-24 9:00,18-02-24 9:39,79.94974411,1.659160703,10.88732354,17.62313935,6,DC Fast Charger,Long-Distance Traveler,0
209.85.144.188-10.42.0.151-5228-47278-6,Chevy Bolt,85,Station_304,Los Angeles,18-02-24 10:00,18-02-24 11:42,60.46898673,3.717389863,28.75335434,19.64928413,1,Level 1,Commuter,0
192.229.173.173-10.42.0.211-80-49256-6,BMW i3,75,Station_404,Chicago,18-02-24 11:00,18-02-24 14:36,35.38265953,1.717828015,23.7716355,16.08433954,5,Level 1,Long-Distance Traveler,0
10.42.0.151-101.69.121.110-58259-80-6,Nissan Leaf,62,Station_381,San Francisco,18-02-24 12:00,18-02-24 13:00,37.68802767,0.602417382,45.36451456,33.81185989,1,Level 2,Casual Driver,1
173.194.207.139-10.42.0.211-443-49729-6,Nissan Leaf,110.6581279,Station_166,Chicago,18-02-24 13:00,18-02-24 16:05,20.79343929,1.470669721,30.18569283,16.0761866,6,Level 2,Commuter,0
180.76.148.65-10.42.0.42-80-50867-6,Hyundai Kona,100,Station_311,San Francisco,18-02-24 14:00,18-02-24 15:29,53.3628947,3.799819208,38.62554559,13.61191947,4,Level 2,Commuter,0
209.85.232.188-10.42.0.151-5228-35020-6,Hyundai Kona,100,Station_68,Los Angeles,18-02-24 15:00,18-02-24 17:40,24.26733545,1.640424038,30.48577367,15.80635452,6,DC Fast Charger,Long-Distance Traveler,0
180.149.136.194-10.42.0.151-443-46511-6,Nissan Leaf,62,Station_463,New York,18-02-24 16:00,18-02-24 18:27,68.20904346,2.844191158,21.89872438,38.64636513,5,Level 2,Long-Distance Traveler,0
151.101.1.134-10.42.0.211-443-53240-6,Hyundai Kona,100,Station_88,Houston,18-02-24 17:00,18-02-24 20:32,27.70606779,2.85834951,45.32674459,38.03642616,4,Level 1,Commuter,0
10.42.0.211-23.194.140.226-48052-80-6,Chevy Bolt,50,Station_217,Los Angeles,18-02-24 18:00,18-02-24 18:43,76.68731223,0.729882925,45.75831386,35.26539493,1,Level 1,Commuter,0
172.217.10.78-10.42.0.211-443-39104-6,Nissan Leaf,50,Station_1,New York,18-02-24 19:00,18-02-24 22:35,45.36457788,0.564110225,25.0414603,33.71264719,5,DC Fast Charger,Commuter,0
10.42.0.211-23.194.140.128-42250-443-6,Hyundai Kona,50,Station_135,Los Angeles,18-02-24 20:00,18-02-24 22:52,27.49804311,1.374496386,46.47734295,8.154864479,3,DC Fast Charger,Casual Driver,1
10.42.0.42-111.206.25.159-46241-80-6,Nissan Leaf,100,Station_185,Chicago,18-02-24 21:00,18-02-24 21:31,74.70693088,3.68149298,33.46362566,38.76617352,1,Level 1,Commuter,0
220.243.219.55-10.42.0.211-80-58495-6,BMW i3,100,Station_351,San Francisco,18-02-24 22:00,18-02-24 22:53,37.52045251,2.781840207,24.98401295,12.97764301,0,DC Fast Charger,Commuter,1
172.217.12.174-10.42.0.42-443-44753-6,Tesla Model 3,100.5651501,Station_140,Los Angeles,18-02-24 23:00,19-02-24 2:55,24.04346935,2.906538552,26.03119049,25.48534741,1,Level 1,Long-Distance Traveler,0
10.42.0.151-10.42.0.1-33842-53-17,Nissan Leaf,75,Station_106,New York,19-02-24 0:00,19-02-24 1:33,9.516527333,1.278370024,48.5764911,15.14128111,0,Level 2,Casual Driver,0
203.205.179.172-10.42.0.211-80-40199-6,Tesla Model 3,48.35371606,Station_133,Chicago,19-02-24 1:00,19-02-24 4:48,39.88426994,3.036909807,19.46111062,20.33961039,4,Level 1,Long-Distance Traveler,1
